Name,City,job,Salary,Time,Shift,Age,Gender,Rank,,,,
pooja & his daughter partigya,Sunam,Helper,200,12:30,Afternoon(12:01-16:00),slotA,Female,575,,,,
hukam chand,Barnala,CarWashing,300,13:30,Afternoon(12:01-16:00),slotB,Male,576,,,,
mohd salman,Barnala,Plumbing,250,14:30,Afternoon(12:01-16:00),slotC,Male,577,,,,
nisha,Malerkotla,Sweeping,250,13:00,Afternoon(12:01-16:00),slotA,Female,578,,,,
mobsheera haider (shadiya),Hoshiarpur,CarWashing,400,09:00,Morning(8:00-12:00),slotC,Male,579,,,,
imran s/o maman singh,Khanna,Promotions,250,20:00,Night(19:01:22:00),slotB,Female,580,,,,
dr. hema hari pago,Faridkot,Helper,300,19:00,Evening(16:01-19:00),slotA,Female,581,,,,
charan jeet singh,Abohar,Salesperson,400,09:00,Morning(8:00-12:00),slotB,Female,582,,,,
mantu kumar,Rajpura,Delivery,150,14:30,Afternoon(12:01-16:00),slotA,Male,583,,,,
ashok kharkwal,Firozpur,Delivery,150,18:30,Evening(16:01-19:00),slotC,Male,584,,,,
ranveer singh,Barnala,Plumbing,300,16:00,Afternoon(12:01-16:00),slotA,Male,585,,,,
ashish,Kapurthala,CarWashing,350,13:30,Afternoon(12:01-16:00),slotC,Male,586,,,,
anuj,Phagwara,Painter,450,13:30,Afternoon(12:01-16:00),slotA,Female,587,,,,
priya sexena,Patiala,BrochureDistribution,350,21:30,Night(19:01:22:00),slotA,Female,588,,,,
manoj kumar,Malerkotla,CarWashing,350,09:00,Morning(8:00-12:00),slotC,Female,589,,,,
dheeraj singh,Hoshiarpur,BrochureDistribution,300,20:00,Night(19:01:22:00),slotA,Male,590,,,,
naseem,Batala,Carpentering,400,16:30,Evening(16:01-19:00),slotC,Male,591,,,,
aditya kasana,Moga,BrochureDistribution,350,20:30,Night(19:01:22:00),slotB,Male,592,,,,
komal / kabila,Faridkot,Promotions,150,18:30,Evening(16:01-19:00),slotB,Male,593,,,,
aabid,Jalandhar,Carpentering,350,10:00,Morning(8:00-12:00),slotC,Male,594,,,,
rohan,Khanna,Tuitions,400,19:30,Night(19:01:22:00),slotB,Male,595,,,,
amrudin,Faridkot,Plumbing,150,10:30,Morning(8:00-12:00),slotA,Male,596,,,,
bittu paswan,Ludhiana,CarWashing,200,19:30,Night(19:01:22:00),slotC,Female,597,,,,
pankaj kumar,Patiala,Carpentering,400,10:30,Morning(8:00-12:00),slotA,Male,598,,,,
shivani,Amritsar,Promotions,450,16:30,Evening(16:01-19:00),slotB,Male,599,,,,
khshbu,Faridkot,Electrician,450,19:30,Night(19:01:22:00),slotA,Male,600,,,,
balwant singh,Patiala,ProductsSampling,300,15:00,Afternoon(12:01-16:00),slotA,Male,601,,,,
sameem,Jalandhar,Tuitions,450,13:00,Afternoon(12:01-16:00),slotA,Male,602,,,,
nazeem,Barnala,Delivery,200,09:30,Morning(8:00-12:00),slotB,Male,603,,,,
rehman khan,Moga,BrandingOfProducts,200,20:00,Night(19:01:22:00),slotB,Male,604,,,,
amit @ gajju,Bathinda,Plumbing,400,11:00,Morning(8:00-12:00),slotB,Male,605,,,,
lekhraj,Muktsar,Painter,250,12:30,Afternoon(12:01-16:00),slotB,Male,606,,,,
satish kumar,Muktsar,Tuitions,200,10:00,Morning(8:00-12:00),slotC,Female,607,,,,
akash,Phagwara,Promotions,450,16:30,Evening(16:01-19:00),slotB,Female,608,,,,
vinay,Batala,Carpentering,250,18:00,Evening(16:01-19:00),slotA,Male,609,,,,
rohit kumar,Hoshiarpur,Helper,250,14:00,Afternoon(12:01-16:00),slotA,Male,610,,,,
sanjay kumar s/o,Khanna,Tuitions,200,09:00,Morning(8:00-12:00),slotA,Male,611,,,,
deepak,Muktsar,Packing,150,16:00,Afternoon(12:01-16:00),slotC,Female,612,,,,
aadil,Muktsar,Helper,350,17:30,Evening(16:01-19:00),slotA,Male,613,,,,
faijal,Phagwara,CarWashing,150,12:00,Morning(8:00-12:00),slotA,Female,614,,,,
sapna,Bathinda,ProductsSampling,150,13:00,Afternoon(12:01-16:00),slotA,Male,615,,,,
tufel,Hoshiarpur,Plumbing,450,19:00,Evening(16:01-19:00),slotC,Male,616,,,,
harsh,Bathinda,Sweeping,350,15:00,Afternoon(12:01-16:00),slotC,Male,617,,,,
mohd. firoz,Ludhiana,Painter,450,20:00,Night(19:01:22:00),slotC,Female,618,,,,
asha kumari,Ludhiana,BrochureDistribution,150,21:00,Night(19:01:22:00),slotC,Male,619,,,,
ajit,Khanna,Carpentering,150,20:30,Night(19:01:22:00),slotA,Male,620,,,,
jyoti,Mohali,Packing,200,09:30,Morning(8:00-12:00),slotC,Female,621,,,,
ankit,Barnala,Carpentering,450,14:00,Afternoon(12:01-16:00),slotC,Male,622,,,,
pavan sharma,Patiala,Electrician,400,11:00,Morning(8:00-12:00),slotB,Male,623,,,,
astha,Jalandhar,ProductsSampling,150,14:00,Afternoon(12:01-16:00),slotC,Female,624,,,,
gaurav sukla,Amritsar,Painter,450,12:00,Morning(8:00-12:00),slotC,Male,625,,,,
ram kishan,Amritsar,BrandingOfProducts,150,20:30,Night(19:01:22:00),slotB,Male,626,,,,
som dutt,Moga,Labour,250,19:30,Night(19:01:22:00),slotA,Male,627,,,,
pooja,Kapurthala,Sweeping,250,11:00,Morning(8:00-12:00),slotB,Male,628,,,,
sachin pal,Rajpura,Labour,300,18:30,Evening(16:01-19:00),slotA,Male,629,,,,
aamir hussain,Mohali,Labour,300,10:00,Morning(8:00-12:00),slotC,Male,630,,,,
arun,Malerkotla,CarWashing,400,16:00,Afternoon(12:01-16:00),slotB,Male,631,,,,
manju,Firozpur,Electrician,350,12:00,Morning(8:00-12:00),slotC,Male,632,,,,
shamim ansari,Ludhiana,Carpentering,250,18:30,Evening(16:01-19:00),slotB,Male,633,,,,
gorav,Amritsar,Sweeping,250,12:00,Morning(8:00-12:00),slotC,Male,634,,,,
sahin,Mohali,Electrician,250,13:00,Afternoon(12:01-16:00),slotA,Male,635,,,,
parvesh kumari,Phagwara,Plumbing,350,14:00,Afternoon(12:01-16:00),slotA,Male,636,,,,
jyoti,Phagwara,Sweeping,250,21:30,Night(19:01:22:00),slotA,Male,637,,,,
vijay bansal,Firozpur,BrochureDistribution,250,16:30,Evening(16:01-19:00),slotC,Female,638,,,,
sanjay,Barnala,Promotions,450,15:30,Afternoon(12:01-16:00),slotA,Female,639,,,,
sidharath,Hoshiarpur,Plumbing,350,11:30,Morning(8:00-12:00),slotB,Male,640,,,,
kuldeep singh,Muktsar,Helper,200,11:30,Morning(8:00-12:00),slotA,Male,641,,,,
kuldeep,Sunam,Tuitions,450,19:00,Evening(16:01-19:00),slotB,Female,642,,,,
vaishali,Mohali,Labour,450,11:30,Morning(8:00-12:00),slotC,Male,643,,,,
manish maheshwari,Faridkot,Tuitions,450,17:00,Evening(16:01-19:00),slotB,Female,644,,,,
aarti,Patiala,Electrician,400,19:30,Night(19:01:22:00),slotA,Male,645,,,,
vijay @ pappu,Kapurthala,Welding,250,08:30,Morning(8:00-12:00),slotC,Male,646,,,,
payal,Rajpura,Delivery,300,11:30,Morning(8:00-12:00),slotB,Male,647,,,,
khushbu,Hoshiarpur,Promotions,200,15:00,Afternoon(12:01-16:00),slotA,Male,648,,,,
subhash,Bathinda,BrochureDistribution,450,19:00,Evening(16:01-19:00),slotC,Male,649,,,,
pankaj,Batala,Painter,300,08:00,Morning(8:00-12:00),slotC,Male,650,,,,
vishal @ moni,Amritsar,BrandingOfProducts,450,17:30,Evening(16:01-19:00),slotB,Male,651,,,,
pappy,Abohar,Delivery,350,22:00,Night(19:01:22:00),slotC,Male,652,,,,
mantu kumar,Faridkot,ProductsSampling,400,11:30,Morning(8:00-12:00),slotA,Male,653,,,,
km varsha,Ludhiana,Helper,200,17:30,Evening(16:01-19:00),slotB,Male,654,,,,
reena devi,Malerkotla,Tuitions,350,17:30,Evening(16:01-19:00),slotA,Male,655,,,,
ikramuddin,Muktsar,BrandingOfProducts,450,09:30,Morning(8:00-12:00),slotB,Female,656,,,,
durganand,Ludhiana,Welding,300,10:00,Morning(8:00-12:00),slotB,Male,657,,,,
shahnawaj,Muktsar,Labour,300,17:30,Evening(16:01-19:00),slotB,Male,658,,,,
ajay,Malerkotla,BrandingOfProducts,300,16:00,Afternoon(12:01-16:00),slotC,Male,659,,,,
pulkit sharma,Batala,Packing,250,12:30,Afternoon(12:01-16:00),slotA,Male,660,,,,
paramjeet singh,Barnala,Helper,400,14:30,Afternoon(12:01-16:00),slotB,Male,661,,,,
shib lal singh,Faridkot,BrochureDistribution,250,21:00,Night(19:01:22:00),slotA,Male,662,,,,
vicky,Sunam,Plumbing,300,20:30,Night(19:01:22:00),slotA,Male,663,,,,
ramdhin gujair,Kapurthala,Salesperson,400,16:00,Afternoon(12:01-16:00),slotA,Male,664,,,,
rohit,Muktsar,Helper,250,20:00,Night(19:01:22:00),slotB,Male,665,,,,
krishan kumar,Bathinda,Welding,250,19:00,Evening(16:01-19:00),slotB,Male,666,,,,
pramod,Bathinda,Salesperson,350,19:30,Night(19:01:22:00),slotA,Female,667,,,,
hadarali s/o abdul quam,Moga,Packing,450,13:30,Afternoon(12:01-16:00),slotB,Male,668,,,,
laxman,Bathinda,Packing,300,21:00,Night(19:01:22:00),slotC,Male,669,,,,
shivani,Firozpur,Tuitions,450,21:00,Night(19:01:22:00),slotA,Male,670,,,,
zakir hussain,Kapurthala,BrochureDistribution,150,19:30,Night(19:01:22:00),slotB,Female,671,,,,
ruksana bano with her son or daughter,Phagwara,Tuitions,300,20:30,Night(19:01:22:00),slotA,Female,672,,,,
rohit,Jalandhar,Labour,400,12:30,Afternoon(12:01-16:00),slotC,Male,673,,,,
rekhai,Batala,Plumbing,300,17:30,Evening(16:01-19:00),slotB,Male,674,,,,
shabuddin shah,Pathankot,BrandingOfProducts,150,17:30,Evening(16:01-19:00),slotA,Male,675,,,,
ajay,Mohali,BrochureDistribution,200,13:00,Afternoon(12:01-16:00),slotA,Male,676,,,,
manoj kumar,Jalandhar,Salesperson,150,10:30,Morning(8:00-12:00),slotC,Male,677,,,,
roshni,Malerkotla,Sweeping,300,16:00,Afternoon(12:01-16:00),slotA,Male,678,,,,
sharat chandran,Ludhiana,BrandingOfProducts,400,16:30,Evening(16:01-19:00),slotC,Female,679,,,,
deepak,Malerkotla,Sweeping,400,11:30,Morning(8:00-12:00),slotC,Male,680,,,,
birju,Barnala,BrochureDistribution,350,17:00,Evening(16:01-19:00),slotC,Male,681,,,,
sushil,Faridkot,Salesperson,400,13:00,Afternoon(12:01-16:00),slotC,Male,682,,,,
kamni,Faridkot,Plumbing,450,14:00,Afternoon(12:01-16:00),slotC,Male,683,,,,
saurabh,Pathankot,Labour,300,18:30,Evening(16:01-19:00),slotA,Male,684,,,,
bilal malik,Malerkotla,Delivery,350,14:30,Afternoon(12:01-16:00),slotB,Female,685,,,,
jitender,Malerkotla,Painter,350,16:30,Evening(16:01-19:00),slotB,Male,686,,,,
samir mishra,Abohar,ProductsSampling,150,08:00,Morning(8:00-12:00),slotC,Female,687,,,,
chran singh,Sunam,BrochureDistribution,450,09:00,Morning(8:00-12:00),slotA,Male,688,,,,
jeenat,Khanna,BrandingOfProducts,350,16:00,Afternoon(12:01-16:00),slotB,Male,689,,,,
guruvachan singh,Sunam,Salesperson,200,11:30,Morning(8:00-12:00),slotC,Male,690,,,,
raju,Hoshiarpur,Painter,350,12:00,Morning(8:00-12:00),slotC,Female,691,,,,
shri kant,Batala,BrandingOfProducts,350,12:00,Morning(8:00-12:00),slotB,Male,692,,,,
swati,Mohali,Painter,300,09:00,Morning(8:00-12:00),slotC,Female,693,,,,
bhupender kumar,Rajpura,Sweeping,400,11:00,Morning(8:00-12:00),slotA,Male,694,,,,
dipendra kumar,Faridkot,Helper,150,19:00,Evening(16:01-19:00),slotA,Male,695,,,,
poonam,Kapurthala,Electrician,400,12:30,Afternoon(12:01-16:00),slotC,Male,696,,,,
parwati,Abohar,Painter,200,20:30,Night(19:01:22:00),slotA,Male,697,,,,
sheetal,Faridkot,Helper,400,17:30,Evening(16:01-19:00),slotB,Male,698,,,,
aanamika misra,Khanna,Promotions,450,19:00,Evening(16:01-19:00),slotC,Male,699,,,,
rajkumar,Moga,Delivery,350,08:30,Morning(8:00-12:00),slotC,Male,700,,,,
rubbi,Bathinda,BrandingOfProducts,400,11:00,Morning(8:00-12:00),slotB,Female,701,,,,
harsh,Faridkot,Carpentering,200,19:30,Night(19:01:22:00),slotA,Male,702,,,,
yogesh,Batala,Sweeping,350,16:00,Afternoon(12:01-16:00),slotB,Female,703,,,,
sanjeev panday,Phagwara,Electrician,200,20:00,Night(19:01:22:00),slotC,Male,704,,,,
sanjeev sharma,Mohali,ProductsSampling,200,10:30,Morning(8:00-12:00),slotA,Male,705,,,,
anwar,Batala,Carpentering,300,19:30,Night(19:01:22:00),slotA,Male,706,,,,
arman,Malerkotla,ProductsSampling,300,17:30,Evening(16:01-19:00),slotA,Male,707,,,,
deepak,Amritsar,Tuitions,300,16:30,Evening(16:01-19:00),slotB,Male,708,,,,
mohd miraj ansari,Pathankot,Electrician,450,08:00,Morning(8:00-12:00),slotB,Male,709,,,,
vikas,Phagwara,Packing,300,13:00,Afternoon(12:01-16:00),slotA,Female,710,,,,
archana,Firozpur,Promotions,150,21:00,Night(19:01:22:00),slotB,Male,711,,,,
alam aara,Sunam,Labour,450,16:00,Afternoon(12:01-16:00),slotB,Male,712,,,,
naresh,Batala,CarWashing,450,09:00,Morning(8:00-12:00),slotC,Male,713,,,,
jamrujaha,Sunam,Helper,450,12:00,Morning(8:00-12:00),slotC,Female,714,,,,
narender singh,Abohar,Tuitions,450,17:30,Evening(16:01-19:00),slotA,Male,715,,,,
abbas mehndi,Patiala,Delivery,150,09:30,Morning(8:00-12:00),slotB,Male,716,,,,
rani,Abohar,Welding,300,15:00,Afternoon(12:01-16:00),slotB,Male,717,,,,
dhruv kumar,Bathinda,Delivery,350,10:00,Morning(8:00-12:00),slotC,Male,718,,,,
ayub khan,Patiala,Sweeping,450,10:00,Morning(8:00-12:00),slotC,Male,719,,,,
madam sahnaj,Batala,Helper,450,11:30,Morning(8:00-12:00),slotA,Female,720,,,,
momin,Bathinda,Helper,250,19:00,Evening(16:01-19:00),slotB,Female,721,,,,
rinki,Bathinda,Plumbing,450,18:30,Evening(16:01-19:00),slotA,Male,722,,,,
satyam,Batala,BrandingOfProducts,400,19:30,Night(19:01:22:00),slotC,Female,723,,,,
nandu,Faridkot,Electrician,350,17:30,Evening(16:01-19:00),slotC,Male,724,,,,
rajesh,Sunam,Tuitions,200,17:00,Evening(16:01-19:00),slotA,Female,725,,,,
shahid,Firozpur,Carpentering,250,15:30,Afternoon(12:01-16:00),slotA,Male,726,,,,
sangeeta,Bathinda,Plumbing,400,19:30,Night(19:01:22:00),slotA,Male,727,,,,
sangeeta,Kapurthala,ProductsSampling,450,09:30,Morning(8:00-12:00),slotB,Male,728,,,,
mr. mohan lal keer,Rajpura,Helper,450,20:30,Night(19:01:22:00),slotA,Female,729,,,,
vivek,Firozpur,Plumbing,350,13:00,Afternoon(12:01-16:00),slotA,Male,730,,,,
sabeer,Moga,BrochureDistribution,450,14:00,Afternoon(12:01-16:00),slotC,Female,731,,,,
nabav shekh,Batala,Carpentering,400,15:00,Afternoon(12:01-16:00),slotB,Male,732,,,,
aman,Amritsar,Electrician,250,19:00,Evening(16:01-19:00),slotA,Male,733,,,,
harneet kaur,Rajpura,BrochureDistribution,150,16:00,Afternoon(12:01-16:00),slotC,Male,734,,,,
bal kishan @ sonu,Jalandhar,Tuitions,150,08:30,Morning(8:00-12:00),slotB,Female,735,,,,
rahul sharma,Patiala,BrandingOfProducts,150,19:30,Night(19:01:22:00),slotC,Male,736,,,,
mamchand,Barnala,Delivery,250,19:00,Evening(16:01-19:00),slotA,Male,737,,,,
sourabh,Hoshiarpur,Electrician,300,16:00,Afternoon(12:01-16:00),slotA,Male,738,,,,
vipendra singh s/o mahendra singh,Amritsar,Packing,350,16:00,Afternoon(12:01-16:00),slotA,Female,739,,,,
suresh kumar,Kapurthala,Sweeping,400,17:00,Evening(16:01-19:00),slotB,Female,740,,,,
shishram,Abohar,BrochureDistribution,200,21:00,Night(19:01:22:00),slotA,Female,741,,,,
himanshi,Rajpura,Plumbing,400,13:30,Afternoon(12:01-16:00),slotA,Male,742,,,,
komal,Bathinda,Tuitions,200,09:00,Morning(8:00-12:00),slotC,Female,743,,,,
mohmmd shahid,Malerkotla,ProductsSampling,250,11:30,Morning(8:00-12:00),slotB,Male,744,,,,
rahul,Moga,Painter,150,12:30,Afternoon(12:01-16:00),slotB,Female,745,,,,
bhatri,Jalandhar,Helper,200,18:00,Evening(16:01-19:00),slotB,Male,746,,,,
dipu sharma,Sunam,BrandingOfProducts,350,11:00,Morning(8:00-12:00),slotB,Female,747,,,,
rajpal,Mohali,BrandingOfProducts,300,18:30,Evening(16:01-19:00),slotA,Male,748,,,,
suminder,Rajpura,BrochureDistribution,450,15:30,Afternoon(12:01-16:00),slotC,Male,749,,,,
anita bai,Jalandhar,Salesperson,200,17:30,Evening(16:01-19:00),slotC,Male,750,,,,
bittu,Kapurthala,Delivery,400,19:30,Night(19:01:22:00),slotB,Female,751,,,,
kureja,Patiala,Carpentering,250,18:30,Evening(16:01-19:00),slotB,Male,752,,,,
mohd. shahdab,Jalandhar,Packing,150,15:30,Afternoon(12:01-16:00),slotC,Male,753,,,,
manju devi,Hoshiarpur,Carpentering,350,15:30,Afternoon(12:01-16:00),slotC,Male,754,,,,
dhramender,Jalandhar,Tuitions,350,11:30,Morning(8:00-12:00),slotA,Female,755,,,,
amit,Sunam,Welding,400,15:00,Afternoon(12:01-16:00),slotB,Male,756,,,,
sukhbir kaur,Barnala,Promotions,400,08:00,Morning(8:00-12:00),slotA,Male,757,,,,
imran,Phagwara,Promotions,400,20:30,Night(19:01:22:00),slotC,Female,758,,,,
sonu,Rajpura,Packing,250,10:00,Morning(8:00-12:00),slotB,Male,759,,,,
damanjeet singh,Hoshiarpur,BrandingOfProducts,300,09:00,Morning(8:00-12:00),slotA,Female,760,,,,
hazari,Sunam,Packing,150,10:30,Morning(8:00-12:00),slotC,Male,761,,,,
irsad khan,Barnala,CarWashing,200,09:30,Morning(8:00-12:00),slotC,Male,762,,,,
sany@aman,Batala,Promotions,300,17:00,Evening(16:01-19:00),slotB,Male,763,,,,
jai ram tiwari,Kapurthala,Delivery,300,21:00,Night(19:01:22:00),slotB,Male,764,,,,
shubham yadav,Faridkot,Labour,250,15:00,Afternoon(12:01-16:00),slotA,Male,765,,,,
tamsa,Batala,Helper,400,15:30,Afternoon(12:01-16:00),slotC,Female,766,,,,
bhushan sahay,Phagwara,Plumbing,350,15:30,Afternoon(12:01-16:00),slotA,Male,767,,,,
jeeya lal,Faridkot,BrochureDistribution,450,09:30,Morning(8:00-12:00),slotC,Male,768,,,,
jagat singh,Malerkotla,Plumbing,150,15:00,Afternoon(12:01-16:00),slotB,Male,769,,,,
boby kumar yadav,Batala,Delivery,350,18:30,Evening(16:01-19:00),slotB,Male,770,,,,
rakesh kumar,Muktsar,CarWashing,250,13:00,Afternoon(12:01-16:00),slotA,Male,771,,,,
babu lal,Moga,Carpentering,250,14:00,Afternoon(12:01-16:00),slotA,Male,772,,,,
krishana,Barnala,Carpentering,200,10:30,Morning(8:00-12:00),slotC,Male,773,,,,
amkit,Jalandhar,Painter,300,17:00,Evening(16:01-19:00),slotA,Male,774,,,,
tahir,Batala,Carpentering,250,10:00,Morning(8:00-12:00),slotC,Male,775,,,,
bindiya,Faridkot,Tuitions,200,11:30,Morning(8:00-12:00),slotB,Female,776,,,,
jaya saini,Abohar,Delivery,200,18:00,Evening(16:01-19:00),slotB,Male,777,,,,
raman @ rancho,Ludhiana,Packing,400,12:00,Morning(8:00-12:00),slotB,Female,778,,,,
ramsurat,Malerkotla,Electrician,450,20:00,Night(19:01:22:00),slotA,Male,779,,,,
sahar bano,Ludhiana,Promotions,350,16:30,Evening(16:01-19:00),slotC,Male,780,,,,
hariom,Hoshiarpur,Helper,200,20:00,Night(19:01:22:00),slotB,Male,781,,,,
rajan,Khanna,Packing,150,16:30,Evening(16:01-19:00),slotA,Female,782,,,,
kishan lal,Ludhiana,Carpentering,350,12:00,Morning(8:00-12:00),slotC,Male,783,,,,
pulkit,Khanna,Packing,400,13:00,Afternoon(12:01-16:00),slotB,Male,784,,,,
kusum,Patiala,Tuitions,400,10:00,Morning(8:00-12:00),slotB,Male,785,,,,
mohd nihal,Pathankot,Labour,450,20:30,Night(19:01:22:00),slotB,Male,786,,,,
kanta prasad,Muktsar,Plumbing,450,08:00,Morning(8:00-12:00),slotB,Male,787,,,,
akash malik,Muktsar,Carpentering,450,21:30,Night(19:01:22:00),slotB,Male,788,,,,
rajpal,Khanna,Electrician,450,18:30,Evening(16:01-19:00),slotC,Male,789,,,,
bansilal,Jalandhar,Electrician,400,10:30,Morning(8:00-12:00),slotC,Male,790,,,,
sameer,Mohali,Sweeping,400,12:00,Morning(8:00-12:00),slotC,Male,791,,,,
gulshad,Bathinda,Plumbing,150,19:30,Night(19:01:22:00),slotB,Male,792,,,,
manisha,Kapurthala,Plumbing,150,13:30,Afternoon(12:01-16:00),slotB,Male,793,,,,
tarif,Mohali,Labour,200,11:30,Morning(8:00-12:00),slotA,Male,794,,,,
vicky,Kapurthala,CarWashing,450,19:30,Night(19:01:22:00),slotB,Female,795,,,,
rajesh,Phagwara,ProductsSampling,150,12:30,Afternoon(12:01-16:00),slotB,Female,796,,,,
raj rani,Pathankot,Helper,300,17:30,Evening(16:01-19:00),slotB,Female,797,,,,
mohammad ali imam,Muktsar,BrandingOfProducts,300,08:30,Morning(8:00-12:00),slotA,Male,798,,,,
himani,Hoshiarpur,Welding,450,14:30,Afternoon(12:01-16:00),slotB,Male,799,,,,
aman,Khanna,Labour,150,16:00,Afternoon(12:01-16:00),slotB,Male,800,,,,
vashudev,Khanna,Labour,450,15:30,Afternoon(12:01-16:00),slotA,Male,801,,,,
rizwan,Mohali,CarWashing,200,21:00,Night(19:01:22:00),slotC,Female,802,,,,
matadeen,Barnala,Electrician,300,20:00,Night(19:01:22:00),slotC,Male,803,,,,
ram parkash teneja,Muktsar,Helper,450,15:30,Afternoon(12:01-16:00),slotB,Male,804,,,,
heena,Mohali,Sweeping,350,11:30,Morning(8:00-12:00),slotB,Male,805,,,,
chanden,Patiala,Packing,150,20:00,Night(19:01:22:00),slotA,Male,806,,,,
deepchand,Muktsar,Painter,200,17:30,Evening(16:01-19:00),slotB,Male,807,,,,
vikash,Abohar,Packing,250,16:30,Evening(16:01-19:00),slotB,Female,808,,,,
shajiya,Batala,CarWashing,450,19:00,Evening(16:01-19:00),slotA,Male,809,,,,
raja,Batala,CarWashing,450,21:00,Night(19:01:22:00),slotB,Female,810,,,,
mohit,Sunam,Tuitions,400,15:00,Afternoon(12:01-16:00),slotC,Male,811,,,,
radhika,Malerkotla,Sweeping,450,14:30,Afternoon(12:01-16:00),slotC,Male,812,,,,
pallavi,Faridkot,BrochureDistribution,150,14:00,Afternoon(12:01-16:00),slotB,Female,813,,,,
chumki,Hoshiarpur,Welding,300,15:30,Afternoon(12:01-16:00),slotB,Male,814,,,,
surjeet,Abohar,Sweeping,150,11:00,Morning(8:00-12:00),slotB,Female,815,,,,
rafiq ahmed,Kapurthala,CarWashing,400,16:00,Afternoon(12:01-16:00),slotC,Male,816,,,,
kripya minch,Ludhiana,Packing,350,19:30,Night(19:01:22:00),slotC,Male,817,,,,
mohd. shokat,Mohali,Sweeping,200,12:00,Morning(8:00-12:00),slotA,Male,818,,,,
ketan,Moga,ProductsSampling,400,18:30,Evening(16:01-19:00),slotC,Female,819,,,,
swati thakur,Kapurthala,Painter,400,16:30,Evening(16:01-19:00),slotB,Male,820,,,,
anwari,Jalandhar,Labour,350,15:30,Afternoon(12:01-16:00),slotB,Male,821,,,,
rupesh,Barnala,Electrician,250,16:00,Afternoon(12:01-16:00),slotC,Male,822,,,,
bilal,Muktsar,Tuitions,200,13:00,Afternoon(12:01-16:00),slotA,Female,823,,,,
rakesh sarkar,Bathinda,Electrician,400,12:30,Afternoon(12:01-16:00),slotB,Male,824,,,,
saroj,Khanna,Electrician,350,14:30,Afternoon(12:01-16:00),slotB,Male,825,,,,
suraj singh,Khanna,Salesperson,450,16:00,Afternoon(12:01-16:00),slotB,Male,826,,,,
sanavvar,Bathinda,Packing,450,08:30,Morning(8:00-12:00),slotB,Male,827,,,,
sanu,Kapurthala,Salesperson,350,20:30,Night(19:01:22:00),slotC,Male,828,,,,
santosh,Rajpura,Painter,300,19:30,Night(19:01:22:00),slotC,Female,829,,,,
kripal singh,Faridkot,ProductsSampling,250,19:30,Night(19:01:22:00),slotA,Female,830,,,,
sandeep kumar,Kapurthala,Salesperson,450,16:00,Afternoon(12:01-16:00),slotA,Female,831,,,,
radha,Faridkot,BrandingOfProducts,450,17:30,Evening(16:01-19:00),slotA,Male,832,,,,
raj kumar,Bathinda,Helper,350,19:30,Night(19:01:22:00),slotA,Male,833,,,,
raj kumari,Barnala,Salesperson,300,12:00,Morning(8:00-12:00),slotB,Female,834,,,,
ram chander jha,Amritsar,Plumbing,450,09:00,Morning(8:00-12:00),slotC,Male,835,,,,
raja devi,Moga,Promotions,350,21:00,Night(19:01:22:00),slotC,Male,836,,,,
naeem khan,Jalandhar,Salesperson,350,18:30,Evening(16:01-19:00),slotB,Male,837,,,,
radha raman,Patiala,BrochureDistribution,400,18:30,Evening(16:01-19:00),slotA,Male,838,,,,
raman sharma,Pathankot,Carpentering,250,09:30,Morning(8:00-12:00),slotC,Male,839,,,,
akhil kumar,Sunam,BrochureDistribution,300,12:00,Morning(8:00-12:00),slotA,Male,840,,,,
saneha,Amritsar,Labour,400,11:00,Morning(8:00-12:00),slotC,Male,841,,,,
nitin parkash,Muktsar,BrandingOfProducts,400,13:30,Afternoon(12:01-16:00),slotA,Male,842,,,,
sandeep kumar,Malerkotla,Electrician,350,10:30,Morning(8:00-12:00),slotA,Male,843,,,,
raj kumari,Hoshiarpur,Welding,450,19:30,Night(19:01:22:00),slotA,Male,844,,,,
deepak,Jalandhar,Packing,350,17:30,Evening(16:01-19:00),slotA,Male,845,,,,
sahiba,Barnala,CarWashing,400,19:00,Evening(16:01-19:00),slotA,Male,846,,,,
rakesh kumar garg,Rajpura,Salesperson,300,13:30,Afternoon(12:01-16:00),slotA,Male,847,,,,
irfan @ bhola,Amritsar,Painter,400,20:00,Night(19:01:22:00),slotA,Male,848,,,,
shri kant ghore,Moga,ProductsSampling,150,08:30,Morning(8:00-12:00),slotB,Male,849,,,,
kaushar,Abohar,CarWashing,250,11:30,Morning(8:00-12:00),slotC,Male,850,,,,
sonali,Hoshiarpur,Promotions,400,15:00,Afternoon(12:01-16:00),slotC,Male,851,,,,
komal,Barnala,Sweeping,300,13:30,Afternoon(12:01-16:00),slotA,Female,852,,,,
satender,Barnala,Delivery,400,12:00,Morning(8:00-12:00),slotB,Male,853,,,,
durgesh,Rajpura,Welding,150,20:00,Night(19:01:22:00),slotC,Male,854,,,,
ashu,Barnala,Painter,450,08:30,Morning(8:00-12:00),slotA,Female,855,,,,
liyakat ali,Jalandhar,Plumbing,400,21:30,Night(19:01:22:00),slotA,Male,856,,,,
khalil maziz,Sunam,Promotions,150,15:30,Afternoon(12:01-16:00),slotB,Male,857,,,,
mangat singh,Phagwara,CarWashing,400,15:30,Afternoon(12:01-16:00),slotA,Male,858,,,,
nikita senger,Faridkot,BrochureDistribution,300,09:00,Morning(8:00-12:00),slotC,Male,859,,,,
nazmin,Batala,Painter,200,17:30,Evening(16:01-19:00),slotC,Female,860,,,,
